,zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,soldPrice,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latLong,isZillowOwned,variableData,badgeInfo,hdpData,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,brokerName,hasAdditionalAttributions,isFeaturedListing,availabilityDate,list,relaxed,streetViewMetadataURL,streetViewURL,lotAreaString,info6String
24,86104480,86104480,,https://photos.zillowstatic.com/fp/ddce5b804153c11d949c42e003aa2921-p_e.jpg,TRUE,https://www.zillow.com/homedetails/923-W-Moore-Ave-Stillwater-OK-74075/86104480_zpid/,SOLD,Sold,$,"$300,000 ",300000,"923 W Moore Ave, Stillwater, OK 74075",923 W Moore Ave,Stillwater,OK,74075,FALSE,4,4,2769,"{'latitude': 36.138775, 'longitude': -97.070755}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/12/2022'}",,"{'homeInfo': {'zpid': 86104480, 'streetAddress': '923 W Moore Ave', 'zipcode': '74075', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.138775, 'longitude': -97.070755, 'price': 300000.0, 'dateSold': 1660287600000, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 2769.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 305400, 'rentZestimate': 2175, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 300000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 242080.0, 'lotAreaValue': 0.2716253443526171, 'lotAreaUnit': 'acres'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,305400,FALSE,FALSE,FALSE,FALSE,"FISHER PROVENCE, REALTORS",TRUE,FALSE,,TRUE,FALSE,,,,
25,86107198,86107198,,https://photos.zillowstatic.com/fp/71c3e3b29b61ec5d2578f0831aa1837f-p_e.jpg,TRUE,https://www.zillow.com/homedetails/4107-Sierra-Ln-Stillwater-OK-74074/86107198_zpid/,SOLD,Sold,$,"$205,000 ",205000,"4107 Sierra Ln, Stillwater, OK 74074",4107 Sierra Ln,Stillwater,OK,74074,FALSE,3,2,1382,"{'latitude': 36.105682, 'longitude': -97.00475}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/12/2022'}",,"{'homeInfo': {'zpid': 86107198, 'streetAddress': '4107 Sierra Ln', 'zipcode': '74074', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.105682, 'longitude': -97.00475, 'price': 205000.0, 'dateSold': 1660287600000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1382.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 201400, 'rentZestimate': 1309, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 205000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 176835.0, 'lotAreaValue': 1.0, 'lotAreaUnit': 'acres'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,201400,FALSE,FALSE,FALSE,FALSE,NextHome HeartLand Realty,TRUE,FALSE,,TRUE,FALSE,,,,
26,116535907,116535907,,https://photos.zillowstatic.com/fp/afed02e6f74caa554d20d4ab78972d31-p_e.jpg,TRUE,https://www.zillow.com/homedetails/2124-W-Sunset-Dr-Stillwater-OK-74074/116535907_zpid/,SOLD,Sold,$,"$215,000 ",215000,"2124 W Sunset Dr, Stillwater, OK 74074",2124 W Sunset Dr,Stillwater,OK,74074,FALSE,3,2,1188,"{'latitude': 36.12061, 'longitude': -97.08468}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/11/2022'}",,"{'homeInfo': {'zpid': 116535907, 'streetAddress': '2124 W Sunset Dr', 'zipcode': '74074', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.12061, 'longitude': -97.08468, 'price': 215000.0, 'dateSold': 1660201200000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1188.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 195900, 'rentZestimate': 999, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 215000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 121180.0, 'lotAreaValue': 9800.0, 'lotAreaUnit': 'sqft'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,195900,FALSE,TRUE,FALSE,FALSE,RE/MAX Signature,TRUE,FALSE,,TRUE,FALSE,,,,
27,331429257,331429257,,https://photos.zillowstatic.com/fp/49a6ed0a223d24b41a3092046422c005-p_e.jpg,TRUE,https://www.zillow.com/homedetails/2008-N-Rutledge-Dr-Stillwater-OK-74075/331429257_zpid/,SOLD,Sold,$,"$437,500 ",437500,"2008 N Rutledge Dr, Stillwater, OK 74075",2008 N Rutledge Dr,Stillwater,OK,74075,FALSE,4,3,2343,"{'latitude': 36.14111, 'longitude': -97.10683}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/11/2022'}",,"{'homeInfo': {'zpid': 331429257, 'streetAddress': '2008 N Rutledge Dr', 'zipcode': '74075', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.14111, 'longitude': -97.10683, 'price': 437500.0, 'dateSold': 1660201200000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2343.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 446000, 'rentZestimate': 2658, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 437500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 332805.0, 'lotAreaValue': 1.0299816345270891, 'lotAreaUnit': 'acres'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,446000,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,TRUE,FALSE,,,,
28,337674935,337674935,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.18589782714844,-97.05708312988281&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ByKMBuoOKGXwCkKKM1M9NdPRlFU=",,https://www.zillow.com/homedetails/6012-N-Emerald-St-Stillwater-OK-74075/337674935_zpid/,SOLD,Sold,$,"$328,500 ",328500,"6012 N Emerald St, Stillwater, OK 74075",6012 N Emerald St,Stillwater,OK,74075,FALSE,,,,"{'latitude': 36.185898, 'longitude': -97.05708}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/11/2022'}",,"{'homeInfo': {'zpid': 337674935, 'streetAddress': '6012 N Emerald St', 'zipcode': '74075', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.185898, 'longitude': -97.05708, 'price': 328500.0, 'dateSold': 1660201200000, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 334900, 'rentZestimate': 1699, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 328500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 3760.0, 'lotAreaValue': 1.0, 'lotAreaUnit': 'acres'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,334900,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,TRUE,FALSE,"https://maps.googleapis.com/maps/api/streetview/metadata?location=36.18589782714844,-97.05708312988281&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=T5iw-T0qh1p6o3gyyO5NWOLwGUQ=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=36.18589782714844,-97.05708312988281&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=-XRde3PZbWIYJutQ6mbzvEvsL3o=",,
29,86103286,86103286,,https://photos.zillowstatic.com/fp/c6b0a5b3ea50f210d09c3d85758e3f46-p_e.jpg,TRUE,https://www.zillow.com/homedetails/2415-S-August-St-Stillwater-OK-74074/86103286_zpid/,SOLD,Sold,$,"$205,000 ",205000,"2415 S August St, Stillwater, OK 74074",2415 S August St,Stillwater,OK,74074,FALSE,3,2,1600,"{'latitude': 36.09548, 'longitude': -97.09268}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/11/2022'}",,"{'homeInfo': {'zpid': 86103286, 'streetAddress': '2415 S August St', 'zipcode': '74074', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.09548, 'longitude': -97.09268, 'price': 205000.0, 'dateSold': 1660201200000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1600.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 209000, 'rentZestimate': 1500, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 205000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 169060.0, 'lotAreaValue': 1.0, 'lotAreaUnit': 'acres'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,209000,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,TRUE,FALSE,,,,
30,224763517,224763517,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.11983871459961,-97.0610122680664&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=3chHNNdjKmnh0rZFzx2ovCIolIQ=",,https://www.zillow.com/homedetails/215-S-Duncan-St-Stillwater-OK-74074/224763517_zpid/,SOLD,Sold,$,"$120,000 ",120000,"215 S Duncan St, Stillwater, OK 74074",215 S Duncan St,Stillwater,OK,74074,FALSE,3,1.5,1680,"{'latitude': 36.11984, 'longitude': -97.06101}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/10/2022'}",,"{'homeInfo': {'zpid': 224763517, 'streetAddress': '215 S Duncan St', 'zipcode': '74074', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.11984, 'longitude': -97.06101, 'price': 120000.0, 'dateSold': 1660114800000, 'bathrooms': 1.5, 'bedrooms': 3.0, 'livingArea': 1680.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 122300, 'rentZestimate': 1314, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 120000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 84440.0, 'lotAreaValue': 1.0, 'lotAreaUnit': 'acres'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,122300,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,TRUE,FALSE,"https://maps.googleapis.com/maps/api/streetview/metadata?location=36.11983871459961,-97.0610122680664&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=eW_ch9viQkGhtp2Nx-I-T8qUOB0=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=36.11983871459961,-97.0610122680664&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=zRS4CjwmO_PljM2DdMAb_ECTnYs=",,
31,224759033,224759033,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=36.13740539550781,-97.0537338256836&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=pSGOYSpjhSpHcLzYBKqgusOLQ5o=",,https://www.zillow.com/homedetails/1400-N-Perkins-Rd-APT-K77-Stillwater-OK-74075/224759033_zpid/,SOLD,Sold,$,"$68,000 ",68000,"1400 N Perkins Rd APT K77, Stillwater, OK 74075",1400 N Perkins Rd APT K77,Stillwater,OK,74075,FALSE,3,2,1260,"{'latitude': 36.137405, 'longitude': -97.053734}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/09/2022'}",,"{'homeInfo': {'zpid': 224759033, 'streetAddress': '1400 N Perkins Rd APT K77', 'zipcode': '74075', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.137405, 'longitude': -97.053734, 'price': 68000.0, 'dateSold': 1660028400000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1260.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 67700, 'rentZestimate': 1069, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 68000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 54600.0, 'unit': 'Apt K77', 'lotAreaValue': 1.0, 'lotAreaUnit': 'acres'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,67700,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,TRUE,FALSE,"https://maps.googleapis.com/maps/api/streetview/metadata?location=36.13740539550781,-97.0537338256836&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=qx6QurI6RmsMlQvfQWFNqlN-pvM=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=36.13740539550781,-97.0537338256836&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ngJN892TVKrPmrZnlpHsos2bMDI=",,
32,86102464,86102464,,https://photos.zillowstatic.com/fp/5f2aad6930665bdf4713966bea100590-p_e.jpg,TRUE,https://www.zillow.com/homedetails/1902-E-3rd-Ave-Stillwater-OK-74074/86102464_zpid/,SOLD,Sold,$,"$210,000 ",210000,"1902 E 3rd Ave, Stillwater, OK 74074",1902 E 3rd Ave,Stillwater,OK,74074,FALSE,3,2,1494,"{'latitude': 36.119827, 'longitude': -97.03541}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/09/2022'}",,"{'homeInfo': {'zpid': 86102464, 'streetAddress': '1902 E 3rd Ave', 'zipcode': '74074', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.119827, 'longitude': -97.03541, 'price': 210000.0, 'dateSold': 1660028400000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1494.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 214200, 'rentZestimate': 1364, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 210000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 153765.0}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,214200,FALSE,FALSE,FALSE,FALSE,Metro First Realty Unlimited - Stillwater,TRUE,FALSE,,TRUE,FALSE,,,,
33,2063073923,2063073923,,https://photos.zillowstatic.com/fp/bf66491c8e91e03e1f191d5d5c6c417d-p_e.jpg,TRUE,https://www.zillow.com/homedetails/2212-S-Bluestone-St-Stillwater-OK-74074/2063073923_zpid/,SOLD,Sold,$,"$300,000 ",300000,"2212 S Bluestone St, Stillwater, OK 74074",2212 S Bluestone St,Stillwater,OK,74074,FALSE,6,4,3021,{},FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/08/2022'}",,"{'homeInfo': {'zpid': 2063073923, 'streetAddress': '2212 S Bluestone St', 'zipcode': '74074', 'city': 'Stillwater', 'state': 'OK', 'price': 300000.0, 'dateSold': 1659942000000, 'bathrooms': 4.0, 'bedrooms': 6.0, 'livingArea': 3021.0, 'homeType': 'MULTI_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 300000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,,FALSE,FALSE,FALSE,FALSE,ERA Courtyard Real Estate,TRUE,FALSE,,TRUE,FALSE,,,,Jeff Langum
34,224757416,224757416,,https://photos.zillowstatic.com/fp/2f50a27abd60e678413d235e89e92e1b-p_e.jpg,TRUE,https://www.zillow.com/homedetails/2224-W-University-Ave-Stillwater-OK-74074/224757416_zpid/,SOLD,Sold,$,"$257,000 ",257000,"2224 W University Ave, Stillwater, OK 74074",2224 W University Ave,Stillwater,OK,74074,FALSE,3,2,2202,"{'latitude': 36.119728, 'longitude': -97.08696}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/08/2022'}",,"{'homeInfo': {'zpid': 224757416, 'streetAddress': '2224 W University Ave', 'zipcode': '74074', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.119728, 'longitude': -97.08696, 'price': 257000.0, 'dateSold': 1659942000000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 2202.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 285200, 'rentZestimate': 1599, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 257000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 213720.0, 'lotAreaValue': 0.3213957759412305, 'lotAreaUnit': 'acres'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,285200,FALSE,FALSE,FALSE,FALSE,Coldwell Banker Team Stillwater,TRUE,FALSE,,TRUE,FALSE,,,,
35,224760863,224760863,,https://photos.zillowstatic.com/fp/4fc1f52975bfb72dc02b6893184f8757-p_e.jpg,TRUE,https://www.zillow.com/homedetails/611-S-Ridge-Dr-Stillwater-OK-74074/224760863_zpid/,SOLD,Sold,$,"$190,000 ",190000,"611 S Ridge Dr, Stillwater, OK 74074",611 S Ridge Dr,Stillwater,OK,74074,FALSE,3,2,1312,"{'latitude': 36.11517, 'longitude': -97.084755}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/08/2022'}",,"{'homeInfo': {'zpid': 224760863, 'streetAddress': '611 S Ridge Dr', 'zipcode': '74074', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.11517, 'longitude': -97.084755, 'price': 190000.0, 'dateSold': 1659942000000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1312.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 194300, 'rentZestimate': 1155, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 190000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 123871.0, 'lotAreaValue': 10500.0, 'lotAreaUnit': 'sqft'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,194300,FALSE,FALSE,FALSE,FALSE,RE/MAX Signature,TRUE,FALSE,,TRUE,FALSE,,,,
36,86100949,86100949,,https://photos.zillowstatic.com/fp/79eac16717b73de3f8d1b1252fa067e3-p_e.jpg,TRUE,https://www.zillow.com/homedetails/1918-E-Wedgewood-Ct-Stillwater-OK-74075/86100949_zpid/,SOLD,Sold,$,"$285,000 ",285000,"1918 E Wedgewood Ct, Stillwater, OK 74075",1918 E Wedgewood Ct,Stillwater,OK,74075,FALSE,3,3,1952,"{'latitude': 36.130203, 'longitude': -97.036446}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/08/2022'}",,"{'homeInfo': {'zpid': 86100949, 'streetAddress': '1918 E Wedgewood Ct', 'zipcode': '74075', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.130203, 'longitude': -97.036446, 'price': 285000.0, 'dateSold': 1659942000000, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1952.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 290800, 'rentZestimate': 1886, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 285000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 228210.0, 'lotAreaValue': 5140.08, 'lotAreaUnit': 'sqft'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,290800,FALSE,FALSE,FALSE,FALSE,KW Local,TRUE,FALSE,,TRUE,FALSE,,,,Lori Liston
37,93366335,93366335,,https://photos.zillowstatic.com/fp/89d5dc4d63de92ce48ba45163d148679-p_e.jpg,TRUE,https://www.zillow.com/homedetails/1104-W-Frances-Ave-Stillwater-OK-74075/93366335_zpid/,SOLD,Sold,$,"$264,500 ",264500,"1104 W Frances Ave, Stillwater, OK 74075",1104 W Frances Ave,Stillwater,OK,74075,FALSE,4,2,1964,"{'latitude': 36.152958, 'longitude': -97.072525}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/08/2022'}",,"{'homeInfo': {'zpid': 93366335, 'streetAddress': '1104 W Frances Ave', 'zipcode': '74075', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.152958, 'longitude': -97.072525, 'price': 264500.0, 'dateSold': 1659942000000, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1964.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 269800, 'rentZestimate': 1599, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 264500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 192046.0, 'lotAreaValue': 0.33999999999999997, 'lotAreaUnit': 'acres'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,269800,FALSE,FALSE,FALSE,FALSE,RE/MAX Signature,TRUE,FALSE,,TRUE,FALSE,,,,
38,2061781211,2061781211,,https://photos.zillowstatic.com/fp/efb9815a4110ebae0a0824636c71964c-p_e.jpg,TRUE,https://www.zillow.com/homedetails/1718-Eastern-Ave-Stillwater-OK-74074/2061781211_zpid/,SOLD,Sold,$,"$232,000 ",232000,"1718 Eastern Ave, Stillwater, OK 74074",1718 Eastern Ave,Stillwater,OK,74074,FALSE,3,2,1503,"{'latitude': 36.12077, 'longitude': -97.03741}",FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/05/2022'}",,"{'homeInfo': {'zpid': 2061781211, 'streetAddress': '1718 Eastern Ave', 'zipcode': '74074', 'city': 'Stillwater', 'state': 'OK', 'latitude': 36.12077, 'longitude': -97.03741, 'price': 232000.0, 'dateSold': 1659682800000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1503.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 232000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'lotAreaValue': 8100.0, 'lotAreaUnit': 'sqft'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,,FALSE,FALSE,FALSE,FALSE,Metro First Realty Unlimited - Stillwater,TRUE,FALSE,,TRUE,FALSE,,,,
39,2063356824,2063356824,,https://photos.zillowstatic.com/fp/da20b331e88333f638d23467a5c120d7-p_e.jpg,TRUE,https://www.zillow.com/homedetails/251-W-Miller-Ave-115-Stillwater-OK-74075/2063356824_zpid/,SOLD,Sold,$,"$119,000 ",119000,"251 W Miller Ave #115, Stillwater, OK 74075",251 W Miller Ave #115,Stillwater,OK,74075,FALSE,1,1,550,{},FALSE,"{'type': 'RECENTLY_SOLD', 'text': 'Sold 08/05/2022'}",,"{'homeInfo': {'zpid': 2063356824, 'streetAddress': '251 W Miller Ave #115', 'zipcode': '74075', 'city': 'Stillwater', 'state': 'OK', 'price': 119000.0, 'dateSold': 1659682800000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 550.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'RECENTLY_SOLD', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'RECENTLY_SOLD', 'priceForHDP': 119000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 115'}}",FALSE,FALSE,FALSE,RecentlySold,Unknown Listed By,,FALSE,FALSE,FALSE,FALSE,"KW Local, Keller Williams Realty",TRUE,FALSE,,TRUE,FALSE,,,,
